Flame_retardant_AdditionAmount(wt%),Curing_agent_AdditionAmount(wt%),MW_FR,EEW,AMW_FR,Mp_FR,Mi_FR,RBF_FR,Sp_FR,Curing_Tem1,O%_FR,H%_FR,Si_FR,N%_FR,MCD_FR,MW_EP,C%_FR,Curing_Tem2,ARR_FR,nTA_FR,Curing_Time2,MW_Curing_Agent,RBN_FR,Fsp3_FR,Curing_Time1,Curing_Tem3,nHDon_FR,nDB_FR,AMW_EP,nHet_FR,RFD_FR,AP_FR,AMW_Curing_Agent,nCsp3_FR,nBM_FR,nN_FR,nO_FR,nH_FR,Curing_Time3,max_conj_path_FR,nP_FR,RCI_FR,H-048_FR,GD_FR,NNRS_FR,H-047_FR,H-050_FR,nAA_FR,Mp_Curing_Agent,nArOH_FR,H-052_FR,nHAcc_FR,C-006_FR,Curing_Tem4,nCs_FR,nCbH_FR,C-025_FR,SCBO_FR,nCp_FR,O-059_FR,C-026_FR,nRNHR_FR,O-058_FR,Si_Curing_Agent,nR05_FR,O-057_FR,Rbrid_FR,NRS_FR,H-046_FR,nCb-_FR,nArNH2_FR,nCsp3_Curing_Agent,nHM_FR,nROH_FR,nArOR_FR,O-056_FR,C-005_FR,nBO_FR,nC_FR,C-002_FR,P-116_FR,Sp_Curing_Agent,C%_Curing_Agent,nCt_FR,C-001_FR,TRS_FR,nCq_FR,C-007_FR,nB_FR,H-051_FR,O-060_FR,P-117_FR,nRNH2_FR,nP(=O)O2R_FR,N-070_FR,RBF_Curing_Agent,nH_Curing_Agent,nCconj_FR,nOHs_FR,Curing_Time4,nCIC_FR,Rperim_FR,nR06_FR,nArNHR_FR,nROR_FR,C-009_FR,MCD_Curing_Agent,nBT_FR,nRSR_FR,nPO4_FR,N-067_FR,N-073_FR,Si-111_FR,Mi_Curing_Agent,Sp_EP,nS_FR,nR10_FR,nCONN_FR,nRNHO_FR,nOHp_FR,C-008_FR,H-053_FR,N-075_FR,nAT_FR,nCrq_FR,nImidazoles_FR,C-003_FR,H-049_FR,N-069_FR,P-120_FR,N%_Curing_Agent,nCs_Curing_Agent,nSK_FR,nFuranes_FR,nTriazoles_FR,nDB_Curing_Agent,ARR_Curing_Agent,nR07_FR,nR09_FR,nBnz_FR,nS(=O)2_FR,nSO2N_FR,nOxiranes_FR,C-032_FR,C-040_FR,S-110_FR,B-112_FR,P-118_FR,Fsp3_Curing_Agent,C-025_Curing_Agent,H%_EP,nTB_FR,nCL_FR,nCsp2_FR,nCrs_FR,nRCONR2_FR,nRNR2_FR,n135-Triazines_FR,C-024_FR,C-034_FR,C-037_FR,RBN_Curing_Agent,H%_Curing_Agent,C-001_Curing_Agent,Si_EP,Mp_EP,nStructures_FR,nBridgeHead_FR,nNq_FR,nPyrimidines_FR,C-030_FR,C-031_FR,C-044_FR,H-054_FR,N-078_FR,nAA_Curing_Agent,nTA_Curing_Agent,nBM_Curing_Agent,nHet_Curing_Agent,AP_Curing_Agent,nHDon_Curing_Agent,MCD_EP,nRCOOH_FR,nRCONHR_FR,nArNR2_FR,nThiazoles_FR,C-011_FR,C-016_FR,C-027_FR,C-028_FR,C-033_FR,C-035_FR,C-042_FR,H-055_FR,N-072_FR,Curing_Time5,Curing_Tem6,nSpiro_FR,nR03_FR,nR=Cs_FR,nRCONH2_FR,nN(CO)2_FR,nPyrroles_FR,C-018_FR,N-071_FR,nO_Curing_Agent,O%_Curing_Agent,Curing_Tem5,nAB_FR,nCrt_FR,nCar_FR,nArC=N_FR,nN+_FR,nP(=O)R3/nPR5_FR,C-004_FR,O-062_FR,N-066_FR,Cl-090_FR,S-108_FR,P-119_FR,nCb-_Curing_Agent,O-060_Curing_Agent,nTA_EP,RBF_EP,O%_EP,X%_FR,nR08_FR,nArCHO_FR,nArCNO_FR,nSO2OH_FR,nArX_FR,nThiophenes_FR,C-019_FR,N-068_FR,F-085_FR,S-107_FR,SCBO_Curing_Agent,nC_Curing_Agent,nHM_Curing_Agent,nCsp2_Curing_Agent,nCIC_Curing_Agent,Rperim_Curing_Agent,nCp_Curing_Agent,nCrt_Curing_Agent,nRNH2_Curing_Agent,nArNH2_Curing_Agent,C-002_Curing_Agent,C-005_Curing_Agent,C-026_Curing_Agent,H-046_Curing_Agent,H-047_Curing_Agent,H-048_Curing_Agent,H-049_Curing_Agent,Curing_Time6,nBT_EP,RBN_EP,nN_EP,N%_EP,nCsp3_EP,nF_FR,nX_FR,nCsp_FR,nR11_FR,nR=Ct_FR,nRCOOR_FR,nArCO_FR,nRC=N_FR,nArCN_FR,nSO3_FR,nPR3_FR,nPyrazines_FR,C-015_FR,C-022_FR,C-036_FR,C-041_FR,C-043_FR,O-063_FR,N-074_FR,N-076_FR,N-079_FR,Br-094_FR,GD_Curing_Agent,nTB_Curing_Agent,nN_Curing_Agent,nP_Curing_Agent,nS_Curing_Agent,max_conj_path_Curing_Agent,RFD_Curing_Agent,NRS_Curing_Agent,NNRS_Curing_Agent,nR05_Curing_Agent,nR10_Curing_Agent,nCq_Curing_Agent,nRCONH2_Curing_Agent,nArCONHR_Curing_Agent,nArC=N_Curing_Agent,nRCN_Curing_Agent,nArOH_Curing_Agent,nArOR_Curing_Agent,nS(=O)2_Curing_Agent,nImidazoles_Curing_Agent,nHAcc_Curing_Agent,C-008_Curing_Agent,C-037_Curing_Agent,C-042_Curing_Agent,H-050_Curing_Agent,H-051_Curing_Agent,O-058_Curing_Agent,N-067_Curing_Agent,N-069_Curing_Agent,P-116_Curing_Agent,Curing_Pressure,LOI
9,17.92210963,771.7,196,8.973255814,0.728926744,1.109615116,0.085106383,62.6877,100,9.302325581,36.04651163,95.4269,5.813953488,0.818181818,340.45,46.51162791,150,0.650793651,6,4,198.29,8,0.05,2,0,7,2,6.947959184,15,0.177777778,0.745454545,6.837586207,2,43,5,8,31,0,14,2,1.177777778,2,0.042424242,0.555555556,22,7,41,0.675165517,4,0,12,0,0,0,22,6,85.5,0,0,8,0,2,32.4878,1,4,4,5,0,14,0,1,2,0,0,0,0,63,40,0,2,19.5798,44.82758621,0,0,53,0,0,0,0,2,0,0,0,2,0.066666667,14,0,0,0,9,45,8,2,0,2,0.8,94,0,0,0,1,0,1.120268966,31.9548,0,4,0,0,0,0,0,2,86,0,0,0,0,0,0,6.896551724,1,55,0,1,0,0.75,0,0,6,0,0,0,1,0,0,0,0,0.076923077,2,48.97959184,0,0,38,0,0,0,0,22,0,0,2,48.27586207,0,54.82,0.652138776,1,0,0,0,0,0,1,0,0,12,2,12,2,0.8,4,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,38,0,0,0,0,0,0,0,0,0,4,0,2,0.153846154,8.163265306,0,0,0,0,0,0,0,0,0,0,0,22,13,0,12,2,12,0,0,0,2,1,0,2,2,8,0,0,0,52,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152380952,0,2,0,0,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,2,0,0,33.15
12,16.65092111,771.7,196,8.973255814,0.728926744,1.109615116,0.085106383,62.6877,100,9.302325581,36.04651163,95.4269,5.813953488,0.818181818,340.45,46.51162791,150,0.650793651,6,4,198.29,8,0.05,2,0,7,2,6.947959184,15,0.177777778,0.745454545,6.837586207,2,43,5,8,31,0,14,2,1.177777778,2,0.042424242,0.555555556,22,7,41,0.675165517,4,0,12,0,0,0,22,6,85.5,0,0,8,0,2,32.4878,1,4,4,5,0,14,0,1,2,0,0,0,0,63,40,0,2,19.5798,44.82758621,0,0,53,0,0,0,0,2,0,0,0,2,0.066666667,14,0,0,0,9,45,8,2,0,2,0.8,94,0,0,0,1,0,1.120268966,31.9548,0,4,0,0,0,0,0,2,86,0,0,0,0,0,0,6.896551724,1,55,0,1,0,0.75,0,0,6,0,0,0,1,0,0,0,0,0.076923077,2,48.97959184,0,0,38,0,0,0,0,22,0,0,2,48.27586207,0,54.82,0.652138776,1,0,0,0,0,0,1,0,0,12,2,12,2,0.8,4,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,38,0,0,0,0,0,0,0,0,0,4,0,2,0.153846154,8.163265306,0,0,0,0,0,0,0,0,0,0,0,22,13,0,12,2,12,0,0,0,2,1,0,2,2,8,0,0,0,52,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152380952,0,2,0,0,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,2,0,0,34.83
0,21.07340174,771.7,196,8.973255814,0.728926744,1.109615116,0.085106383,62.6877,100,9.302325581,36.04651163,95.4269,5.813953488,0.818181818,340.45,46.51162791,150,0.650793651,6,4,198.29,8,0.05,2,0,7,2,6.947959184,15,0.177777778,0.745454545,6.837586207,2,43,5,8,31,0,14,2,1.177777778,2,0.042424242,0.555555556,22,7,41,0.675165517,4,0,12,0,0,0,22,6,85.5,0,0,8,0,2,32.4878,1,4,4,5,0,14,0,1,2,0,0,0,0,63,40,0,2,19.5798,44.82758621,0,0,53,0,0,0,0,2,0,0,0,2,0.066666667,14,0,0,0,9,45,8,2,0,2,0.8,94,0,0,0,1,0,1.120268966,31.9548,0,4,0,0,0,0,0,2,86,0,0,0,0,0,0,6.896551724,1,55,0,1,0,0.75,0,0,6,0,0,0,1,0,0,0,0,0.076923077,2,48.97959184,0,0,38,0,0,0,0,22,0,0,2,48.27586207,0,54.82,0.652138776,1,0,0,0,0,0,1,0,0,12,2,12,2,0.8,4,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,38,0,0,0,0,0,0,0,0,0,4,0,2,0.153846154,8.163265306,0,0,0,0,0,0,0,0,0,0,0,22,13,0,12,2,12,0,0,0,2,1,0,2,2,8,0,0,0,52,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152380952,0,2,0,0,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,2,0,0,23.63
6.33,6.33,621.6,165,8.633333333,0.708104167,1.1442,0.076923077,50.9835,120,0,41.66666667,82.3824,20.83333333,0.857142857,312.39,33.33333333,150,0.625,6,1,621.6,6,0.25,1,180,0,3,7.264883721,18,0,0.714285714,8.633333333,6,33,15,0,30,1,36,3,1,6,0.055749129,1,0,0,30,0.708104167,0,0,9,0,0,0,0,0,66,6,0,0,0,0,82.3824,6,0,0,7,0,0,0,6,3,0,0,0,0,48,24,0,0,50.9835,33.33333333,0,6,36,0,0,0,18,0,3,0,0,0,0.076923077,30,0,0,0,7,36,1,0,0,0,0.857142857,78,0,0,0,6,0,1.1442,28.432,0,0,0,0,0,0,0,6,72,0,6,0,6,0,0,20.83333333,0,42,0,0,3,0.625,0,0,0,0,0,0,0,0,0,0,0,0.25,0,46.51162791,0,0,18,0,0,0,0,0,0,0,6,41.66666667,6,47.9896,0.661209302,1,0,0,0,0,0,0,0,3,30,6,33,18,0.714285714,0,0.782608696,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0.173913043,9.302325581,0,0,0,0,0,0,0,0,0,0,0,66,24,3,18,7,36,6,0,0,0,0,0,0,0,0,6,6,0,46,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0.055749129,0,15,3,0,36,0,7,1,6,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,18,0,0,0,0,0,25.3
0,3,621.6,165,8.633333333,0.708104167,1.1442,0.076923077,50.9835,80,0,41.66666667,82.3824,20.83333333,0.857142857,312.39,33.33333333,120,0.625,6,1,82.12,6,0.25,1,150,0,3,7.264883721,18,0,0.714285714,6.843333333,6,33,15,0,30,1,36,3,1,6,0.055749129,1,0,0,30,0.62785,0,0,9,0,0,0,0,0,66,6,0,0,0,0,13.827,6,0,0,7,0,0,0,1,3,0,0,0,0,48,24,0,0,7.5342,33.33333333,0,6,36,0,0,0,18,0,3,0,0,0,0,6,0,0,0,7,36,1,0,0,0,0.833333333,78,0,0,0,6,0,1.15225,28.432,0,0,0,0,0,0,0,6,72,0,6,0,6,0,0,16.66666667,0,42,0,0,0,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0.25,0,46.51162791,0,0,18,0,0,0,0,0,0,0,0,50,1,47.9896,0.661209302,1,0,0,0,0,0,0,0,3,5,1,5,2,0.833333333,1,0.782608696,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0.173913043,9.302325581,0,0,0,0,0,0,0,0,0,0,0,8.5,4,0,3,1,5,1,0,0,0,0,0,0,0,0,1,1,0,46,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0.4,0,2,0,0,5,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,0,0,0,0,0,20.9
10,21.6,421.27,196,8.963191489,0.645189362,1.159357447,0.088888889,30.3239,150,17.0212766,46.80851064,54.4898,10.63829787,0.36,340.45,19.14893617,180,0.434782609,9,2,248.33,4,0.222222222,2,210,12,3,6.947959184,16,0.222222222,0.36,8.563103448,2,13,5,8,22,2,9,3,1.222222222,0,0.076666667,0.5,10,12,9,0.702589655,0,0,9,0,0,0,4,0,31,0,2,0,0,3,32.4114,1,0,1,1,0,2,0,0,3,0,0,0,2,23,9,0,0,20.3751,41.37931034,0,0,11,0,0,0,0,0,1,0,2,0,0.066666667,12,0,0,0,2,9,1,0,0,0,0.705882353,45,0,1,0,1,0,1.117634483,31.9548,0,0,0,0,0,0,0,1,47,0,1,0,0,0,2,6.896551724,0,25,0,0,2,0.666666667,0,1,1,0,0,0,0,0,0,0,0,0,0,48.97959184,0,0,7,0,0,0,0,4,1,0,2,41.37931034,0,54.82,0.652138776,4,0,3,0,0,0,1,0,0,12,4,14,5,0.705882353,4,0.72,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6.896551724,0,10,0,7,0,3,0,0,3,0,0,0,0,4,0,2,0.153846154,8.163265306,0,0,0,0,0,0,0,0,0,0,0,26,12,1,12,2,12,0,0,0,2,0,0,4,0,8,0,0,0,52,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.132352941,0,2,0,1,6,0,2,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,4,0,2,0,2,0,0,29
15,20.4,421.27,196,8.963191489,0.645189362,1.159357447,0.088888889,30.3239,150,17.0212766,46.80851064,54.4898,10.63829787,0.36,340.45,19.14893617,180,0.434782609,9,2,248.33,4,0.222222222,2,210,12,3,6.947959184,16,0.222222222,0.36,8.563103448,2,13,5,8,22,2,9,3,1.222222222,0,0.076666667,0.5,10,12,9,0.702589655,0,0,9,0,0,0,4,0,31,0,2,0,0,3,32.4114,1,0,1,1,0,2,0,0,3,0,0,0,2,23,9,0,0,20.3751,41.37931034,0,0,11,0,0,0,0,0,1,0,2,0,0.066666667,12,0,0,0,2,9,1,0,0,0,0.705882353,45,0,1,0,1,0,1.117634483,31.9548,0,0,0,0,0,0,0,1,47,0,1,0,0,0,2,6.896551724,0,25,0,0,2,0.666666667,0,1,1,0,0,0,0,0,0,0,0,0,0,48.97959184,0,0,7,0,0,0,0,4,1,0,2,41.37931034,0,54.82,0.652138776,4,0,3,0,0,0,1,0,0,12,4,14,5,0.705882353,4,0.72,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6.896551724,0,10,0,7,0,3,0,0,3,0,0,0,0,4,0,2,0.153846154,8.163265306,0,0,0,0,0,0,0,0,0,0,0,26,12,1,12,2,12,0,0,0,2,0,0,4,0,8,0,0,0,52,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.132352941,0,2,0,1,6,0,2,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,4,0,2,0,2,0,0,34
20,19.2,421.27,196,8.963191489,0.645189362,1.159357447,0.088888889,30.3239,150,17.0212766,46.80851064,54.4898,10.63829787,0.36,340.45,19.14893617,180,0.434782609,9,2,248.33,4,0.222222222,2,210,12,3,6.947959184,16,0.222222222,0.36,8.563103448,2,13,5,8,22,2,9,3,1.222222222,0,0.076666667,0.5,10,12,9,0.702589655,0,0,9,0,0,0,4,0,31,0,2,0,0,3,32.4114,1,0,1,1,0,2,0,0,3,0,0,0,2,23,9,0,0,20.3751,41.37931034,0,0,11,0,0,0,0,0,1,0,2,0,0.066666667,12,0,0,0,2,9,1,0,0,0,0.705882353,45,0,1,0,1,0,1.117634483,31.9548,0,0,0,0,0,0,0,1,47,0,1,0,0,0,2,6.896551724,0,25,0,0,2,0.666666667,0,1,1,0,0,0,0,0,0,0,0,0,0,48.97959184,0,0,7,0,0,0,0,4,1,0,2,41.37931034,0,54.82,0.652138776,4,0,3,0,0,0,1,0,0,12,4,14,5,0.705882353,4,0.72,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6.896551724,0,10,0,7,0,3,0,0,3,0,0,0,0,4,0,2,0.153846154,8.163265306,0,0,0,0,0,0,0,0,0,0,0,26,12,1,12,2,12,0,0,0,2,0,0,4,0,8,0,0,0,52,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.132352941,0,2,0,1,6,0,2,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,4,0,2,0,2,0,0,38.5
0,24,421.27,196,8.963191489,0.645189362,1.159357447,0.088888889,30.3239,150,17.0212766,46.80851064,54.4898,10.63829787,0.36,340.45,19.14893617,180,0.434782609,9,2,248.33,4,0.222222222,2,210,12,3,6.947959184,16,0.222222222,0.36,8.563103448,2,13,5,8,22,2,9,3,1.222222222,0,0.076666667,0.5,10,12,9,0.702589655,0,0,9,0,0,0,4,0,31,0,2,0,0,3,32.4114,1,0,1,1,0,2,0,0,3,0,0,0,2,23,9,0,0,20.3751,41.37931034,0,0,11,0,0,0,0,0,1,0,2,0,0.066666667,12,0,0,0,2,9,1,0,0,0,0.705882353,45,0,1,0,1,0,1.117634483,31.9548,0,0,0,0,0,0,0,1,47,0,1,0,0,0,2,6.896551724,0,25,0,0,2,0.666666667,0,1,1,0,0,0,0,0,0,0,0,0,0,48.97959184,0,0,7,0,0,0,0,4,1,0,2,41.37931034,0,54.82,0.652138776,4,0,3,0,0,0,1,0,0,12,4,14,5,0.705882353,4,0.72,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6.896551724,0,10,0,7,0,3,0,0,3,0,0,0,0,4,0,2,0.153846154,8.163265306,0,0,0,0,0,0,0,0,0,0,0,26,12,1,12,2,12,0,0,0,2,0,0,4,0,8,0,0,0,52,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.132352941,0,2,0,1,6,0,2,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,4,0,2,0,2,0,0,22.5
20,19.2,149.12,196,7.456,0.516195,1.20661,0,10.3239,150,20,60,24.1322,15,0,340.45,0,180,0,4,2,248.33,0,0,2,210,12,1,6.947959184,8,0,0,8.563103448,0,1,3,4,12,2,0,1,0,0,0.142857143,0,0,12,0,0.702589655,0,0,4,0,0,0,0,0,5,0,0,0,0,1,32.4114,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,20.3751,41.37931034,0,0,0,0,0,0,0,0,1,0,0,0,0.066666667,12,0,0,0,0,0,0,0,0,0,0.705882353,16,0,1,0,0,0,1.117634483,31.9548,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,6.896551724,0,8,0,0,2,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,48.97959184,0,0,0,0,0,0,0,0,0,0,2,41.37931034,0,54.82,0.652138776,4,0,3,0,0,0,0,0,0,12,4,14,5,0.705882353,4,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6.896551724,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,2,0.153846154,8.163265306,0,0,0,0,0,0,0,0,0,0,0,26,12,1,12,2,12,0,0,0,2,0,0,4,0,8,0,0,0,52,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.132352941,0,2,0,1,6,0,2,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,4,0,2,0,2,0,0,27
8.8,18.4,1441.26,196,9.238846154,0.755026923,1.090709615,0.122807018,117.7842,120,11.53846154,32.69230769,170.1507,0,0.8,340.45,53.84615385,170,0.65,9,4,198.29,21,0,2,0,0,9,6.947959184,21,0.142857143,0.742857143,6.837586207,0,87,0,18,51,0,20,3,1.142857143,0,0.021978022,0.625,51,0,78,0.675165517,0,0,18,0,0,0,51,12,168,0,0,15,0,9,32.4878,0,0,6,10,0,27,0,1,3,0,0,0,0,120,84,0,3,19.5798,44.82758621,0,0,96,0,0,0,0,9,0,0,0,0,0.066666667,14,6,0,0,16,84,16,0,0,0,0.8,171,0,0,0,0,0,1.120268966,31.9548,0,6,0,0,0,0,0,0,156,0,0,0,0,0,0,6.896551724,1,105,0,0,0,0.75,0,0,13,0,0,0,0,6,0,0,0,0.076923077,2,48.97959184,0,0,84,0,0,0,0,51,0,0,2,48.27586207,0,54.82,0.652138776,1,0,0,0,0,0,0,0,0,12,2,12,2,0.8,4,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,78,0,0,0,0,0,0,0,0,0,4,0,2,0.153846154,8.163265306,0,0,0,0,0,0,0,0,0,0,0,22,13,0,12,2,12,0,0,0,2,1,0,2,2,8,0,0,0,52,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152380952,0,2,0,0,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,2,0,0,38.5
9.1,18.3,2356.08,196,9.132093023,0.748327132,1.093022093,0.123674912,193.0684,120,11.62790698,33.72093023,281.9997,0,0.795321637,340.45,52.71317829,170,0.642857143,15,4,198.29,35,0.022058824,2,0,3,12,6.947959184,35,0.147058824,0.736842105,6.837586207,3,138,0,30,87,0,20,5,1.147058824,3,0.013484692,0.615384615,81,3,126,0.675165517,0,0,30,0,0,0,81,20,271,0,0,25,0,12,32.4878,0,0,10,16,0,45,0,1,5,3,3,3,0,196,136,0,5,19.5798,44.82758621,0,0,156,0,0,0,0,15,0,0,0,0,0.066666667,14,7,0,0,26,136,26,0,0,3,0.8,283,0,0,0,0,0,1.120268966,31.9548,0,10,0,0,0,0,0,0,258,0,0,0,0,0,0,6.896551724,1,171,0,0,0,0.75,0,0,21,0,0,0,0,7,0,0,0,0.076923077,2,48.97959184,0,0,133,0,0,0,0,81,0,0,2,48.27586207,0,54.82,0.652138776,1,0,0,0,0,0,0,0,0,12,2,12,2,0.8,4,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,126,0,0,0,0,0,0,0,0,0,4,0,2,0.153846154,8.163265306,0,0,0,0,0,0,0,0,0,0,0,22,13,0,12,2,12,0,0,0,2,1,0,2,2,8,0,0,0,52,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152380952,0,2,0,0,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,2,0,0,39.3
9.5,18.2,4189.65,196,9.208021978,0.75074989,1.092388791,0.128,341.5912,120,11.86813187,33.18681319,497.0369,0,0.789473684,340.45,52.96703297,170,0.567335244,27,4,198.29,64,0.037344398,2,0,0,35,6.947959184,63,0.15,0.651315789,6.837586207,9,233,0,54,151,0,20,9,1.15,0,0.007577731,0.608695652,137,0,198,0.675165517,0,2,54,1,0,8,126,34,483,0,2,38,0,27,32.4878,0,0,18,28,10,72,0,1,9,0,0,0,0,349,241,7,9,19.5798,44.82758621,0,0,276,0,0,0,0,25,0,0,0,0,0.066666667,14,34,0,0,46,240,46,0,0,0,0.8,500,0,0,0,0,0,1.120268966,31.9548,0,18,0,0,0,1,2,0,455,0,0,0,0,0,0,6.896551724,1,304,0,0,0,0.75,0,0,33,0,0,0,0,18,0,0,0,0.076923077,2,48.97959184,0,0,232,8,0,0,0,126,0,0,2,48.27586207,0,54.82,0.652138776,1,0,0,0,0,0,0,0,0,12,2,12,2,0.8,4,0.72,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,198,0,198,0,0,0,0,0,0,0,0,0,4,0,2,0.153846154,8.163265306,0,0,0,0,0,0,0,5,0,0,0,22,13,0,12,2,12,0,0,0,2,1,0,2,2,8,0,0,0,52,8,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152380952,0,2,0,0,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,2,0,0,37.5
6,19,324.28,196,9.007777778,0.745266667,1.096325,0.025641026,26.8296,120,11.11111111,36.11111111,39.4677,0,0.869565217,340.45,50,170,0.692307692,3,4,198.29,1,0,2,0,2,1,6.947959184,5,0.2,0.782608696,6.837586207,0,19,0,4,13,0,20,1,1.2,0,0.102766798,0.5,11,2,18,0.675165517,2,0,4,0,0,0,11,2,36,0,0,5,0,1,32.4878,0,2,2,2,0,7,0,1,1,0,0,0,0,26,18,0,1,19.5798,44.82758621,0,0,24,0,0,0,0,1,0,0,0,0,0.066666667,14,0,0,0,4,20,4,0,0,0,0.8,39,0,0,0,0,0,1.120268966,31.9548,0,2,0,0,0,0,0,0,36,0,0,0,0,0,0,6.896551724,1,23,0,0,0,0.75,0,0,3,0,0,0,0,0,0,0,0,0.076923077,2,48.97959184,0,0,18,0,0,0,0,11,0,0,2,48.27586207,0,54.82,0.652138776,1,0,0,0,0,0,0,0,0,12,2,12,2,0.8,4,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,0,0,0,0,0,0,0,0,0,4,0,2,0.153846154,8.163265306,0,0,0,0,0,0,0,0,0,0,0,22,13,0,12,2,12,0,0,0,2,1,0,2,2,8,0,0,0,52,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152380952,0,2,0,0,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,2,0,0,35.7
